id,date,deadline_date,title,category,phase,awarded_value_in_euros,tender_country
2058311,2021-11-19,,abonament cablu tv,services,,,Romania
2058310,2021-11-19,,analize medicale de laborator,services,,,Romania
2058309,2021-11-19,,Servicii de medicina muncii,services,,,Romania
2058308,2021-11-19,,servicii de reparatii angrenaj,services,,,Romania
2058307,2021-11-19,,medicamente compensate,supplies,,,Romania
2058306,2021-11-19,,borhot de bere,supplies,,,Romania
2058305,2021-11-19,,SERVICII INLOCUIRE PLACUTE FRANA,services,,,Romania
2058304,2021-11-19,,ITP auto,services,,,Romania
2058302,2021-11-19,,abonament tv,services,,,Romania
2058301,2021-11-19,,chirie kit decodor,services,,,Romania
2058300,2021-11-19,,colectare si transport deseuri biologice,services,,,Romania
2058297,2021-11-19,,Medicamente necompensate,supplies,,,Romania
2058295,2021-11-19,,INTERCOOLER AUTO,supplies,,,Romania
2058294,2021-11-19,,SERVICE AUTO,services,,,Romania
2058222,2021-11-19,,Achizitie manusi de protectie rezistente la agenti chimici,supplies,,,Romania
2058221,2021-11-19,,alimente,supplies,,,Romania
2058219,2021-11-19,,alimente,supplies,,,Romania
2058216,2021-11-19,,RECHIZITE BIROU,supplies,,,Romania
2058215,2021-11-19,,cartus toner,supplies,,,Romania
2058214,2021-11-19,,asistenta si mentenanta centrala termica,services,,,Romania
2058212,2021-11-19,,APA DE IZVOR,supplies,,,Romania
2058210,2021-11-19,,Achiziție dezumidificatoare,supplies,,,Romania
2058209,2021-11-19,,COMBUSTIBIL,supplies,,,Romania
2058208,2021-11-19,,PROTECTIA MUNCII,services,,,Romania
2058207,2021-11-19,,COMBUSTIBIL,supplies,,,Romania
2058206,2021-11-19,,COMPRESOR AUTO,supplies,,,Romania
2058205,2021-11-19,,BANDA MASCARE,supplies,,,Romania
2058203,2021-11-19,,REPARATIE AUTOMOBIL - CSC NR. 3 BUZAU,services,,,Romania
2058202,2021-11-19,,Furnizare materiale electrice DS Salaj,supplies,,,Romania
2058201,2021-11-19,,HARTIE COPIATOR,supplies,,,Romania
2058200,2021-11-19,,MATERIALE VOPSITORIE,supplies,,,Romania
2058199,2021-11-19,,Servicii de inchiriere macara,services,,,Romania
2058198,2021-11-19,,ASIGURARE RCA AUTOUTILITARA SCANIA SV06CCR,services,,,Romania
2058197,2021-11-19,,PLACUTE FRANA,supplies,,,Romania
2058196,2021-11-19,,abonament tv,services,,,Romania
2058195,2021-11-19,,Cartuse toner original pentru imprimanta MF 443 DW,supplies,,,Romania
2058194,2021-11-19,,REPARATIE ELEVATOR,services,,,Romania
2058193,2021-11-19,,VEHICULE CU DOUA ROTI ACTIONATE ELECTRIC,supplies,,,Romania
2058192,2021-11-19,,SERVICE AUTO,services,,,Romania
2058191,2021-11-19,,SERVICII APLICARE FOLIE AUTO,services,,,Romania
2058190,2021-11-19,,REFRACTOMETRU,supplies,,,Romania
2058189,2021-11-19,,REPARATIE MOTOR SKIJET,services,,,Romania
2058188,2021-11-19,,REVIZIE TEHNICA,services,,,Romania
2058187,2021-11-19,,borhot de bere,supplies,,,Romania
2058186,2021-11-19,,SERVICII INLOCUIRE PARBRIZ,services,,,Romania
2058185,2021-11-19,,SERVICE AUTO,services,,,Romania
2058183,2021-11-19,,colectare si transport deseuri menajere,services,,,Romania
2058181,2021-11-19,,timbre postale,supplies,,,Romania
2058180,2021-11-19,,servicii de medicina muncii,services,,,Romania
2058179,2021-11-19,,canalizare apa rece menajera,services,,,Romania
2058178,2021-11-19,,medicamente compensate,supplies,,,Romania
2058176,2021-11-19,,colectare transport deseuri biologice,services,,,Romania
2058174,2021-11-19,,apa potabila,supplies,,,Romania
2058173,2021-11-19,,Medicamente necompensate,supplies,,,Romania
2058171,2021-11-19,,Medicamente necompensate,supplies,,,Romania
2058170,2021-11-19,,Medicamente necompensate,supplies,,,Romania
2058169,2021-11-19,,medicamente necompensate,supplies,,,Romania
2058168,2021-11-19,,ITP auto,services,,,Romania
2058167,2021-11-19,,Medicamente compensate,supplies,,,Romania
2058166,2021-11-19,,Timbre postale,services,,,Romania
2058165,2021-11-19,,borhot de bere,supplies,,,Romania
2058164,2021-11-19,,Medicamente necompensate,supplies,,,Romania
2058163,2021-11-19,,Colectare si transport deseuri biologice,services,,,Romania
2058162,2021-11-19,,analize medicale de laborator,services,,,Romania
2058161,2021-11-19,,abonament cablu tv,services,,,Romania
2058160,2021-11-19,,Servicii de reparatii centrala termica,services,,,Romania
2058159,2021-11-19,,abonament tv,services,,,Romania
2058158,2021-11-19,,servicii de medicina muncii,services,,,Romania
2058157,2021-11-19,,medicamente compensate,supplies,,,Romania
2058156,2021-11-19,,chirie kit decodor,services,,,Romania
2058155,2021-11-19,,servicii de medicina muncii,services,,,Romania
2058154,2021-11-19,,colectare si transport deseuri menajere,services,,,Romania
2058153,2021-11-19,,medicamente compensate,supplies,,,Romania
2058152,2021-11-19,,medicamente necompensate,supplies,,,Romania
2058151,2021-11-19,,apa potabula,supplies,,,Romania
2058150,2021-11-19,,medicamente compensate,supplies,,,Romania
2058149,2021-11-19,,medicamente compensate,supplies,,,Romania
2058148,2021-11-19,,canalizare apa rece menajera,services,,,Romania
2058146,2021-11-19,,prestari servicii profesionale DDD,services,,,Romania
2058145,2021-11-19,,colectare si transport deseuri menajere,services,,,Romania
2058144,2021-11-19,,Servicii de medicina muncii,services,,,Romania
2058143,2021-11-19,,chirie kit decodor,services,,,Romania
2058142,2021-11-19,,"CONDICI MEDICAMENTE, FISE DE MAGAZIE, HARTIE XEROGRAFICA, INDOGO, NIR AUTOCOPIATIV - CSCD BUZAU",supplies,,,Romania
2058141,2021-11-19,,Truse diagnosticare,supplies,,,Romania
2058140,2021-11-19,,Panou sandwitch,supplies,,,Romania
2058139,2021-11-19,,COMPRESOR AUTO,supplies,,,Romania
2058138,2021-11-19,,REPARATIE AUTOMOBIL CONFORM DEVIZ NR. 460/ CSCH NR. 14 RM SARAT,services,,,Romania
2058137,2021-11-19,,SERVICII INLOCUIRE PLACUTE FRANA,services,,,Romania
2058136,2021-11-19,,Eprubete sticlă neutră.,supplies,,,Romania
2058134,2021-11-19,,"Canule pentru terapie de oxigen, cu flux inalt",supplies,,,Romania
2058133,2021-11-19,,LAVETE,supplies,,,Romania
831333,2021-06-29,2021-06-07,"Servicio de producción de células mesenquimales troncales adultas autólogas y alogénicas de medula ósea expandidas, vinculado al proyecto de investigación PIC18/00001",services,,,Spain
831322,2021-05-17,2021-06-01,"Contratación de Servicio de la Programación de Actividades de Promoción Turísticas del Municipio, desde mayo a noviembre 2021 y de la Delegación de Igualdad y Bienestar Social, desde mayo a diciembre 2021 del Ayuntamiento de Castilleja de la Cuesta.",services,,,Spain
831319,2021-06-29,,Adquisicion de impresoras A4 Color para el Ministerio de Defensa ( Sección Económico Financiera de la Dirección General de Infraestructuras. Mde ),supplies,,,Spain
831318,2021-06-29,,Renovación de las licencias de productos Opentext del Ministerio de Sanidad ( Ministerio de Sanidad ),supplies,,,Spain
831317,2021-05-26,2021-06-11,Servicios de digitalización de las solicitudes de Prestaciones Ordinarias de Cese de Actividad de Trabajadores Autónomos (PO-CATA) y digitalización de nuevas prestaciones.,services,,,Spain
831316,2021-06-29,,Suministro de Papel ( 4ª Zona de la Guardia Civil de Sevilla ),supplies,,,Spain
831315,2021-06-29,,Suministro de Papel ( 4ª Zona de la Guardia Civil de Sevilla ),supplies,,,Spain
831314,2021-06-29,,Uso de licencias de Microsoft 365 ( Subsecretaría Ministerio de Universidades ),supplies,,,Spain
831313,2021-06-29,,"Suministro de escaneres para su uso en las aplicaciones GEISER, SIVICO y SIGECO del Ministerio de Asuntos Exteriores, Union Europea y Cooperacion. ( Subdirección General de Informática, Comunicaciones y Redes. MAEC )",supplies,,,Spain
831312,2021-06-29,,"Suministro de diversos equipos y licencias para la ampliación de la infraestructura necesaria para proyectos de renovación tecnológica del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación ( Subdirección General de Informática, Comunicaciones y Redes. MAEC )",supplies,,,Spain
831311,2021-06-29,,Suscripción licencias Metallic O365 Backup &amp; Recovery eDiscovery edition por una (1) anualidad. ( ICEX España Exportación e Inversiones ),supplies,,,Spain
831310,2021-06-29,,"Suministro de cesión del derecho de uso de la licencia Alfresco ( Centro de Investigaciones Energeticas, Medioambientales y Tecnológicas (CIEMAT) )",supplies,,,Spain
831309,2021-06-29,,"Contratacion del suministro de papel de equipos de impresion, fotocopiadoras y multicopiadoras ( Fondo de Reestructuración Ordenada Bancaria (FROB) )",supplies,,,Spain
831308,2021-06-29,,"Contratacion del suministro de papel de equipos de impresion, fotocopiadoras y multicopiadoras ( Fondo de Reestructuración Ordenada Bancaria (FROB) )",supplies,,,Spain
831297,2021-05-04,2021-05-19,Cine verano 2021 Diputación Provincial de Jaén,other,,,Spain
831295,2021-02-23,2021-03-10,Servicios de control de plagas en los centros dependientes de la Diputación Provincial de A Coruña,services,,,Spain
831294,2021-05-25,2021-06-08,Suministro de un vehículo tipo camión diésel con volquete para los servicios múltiples del Ayuntamiento de Gilet,supplies,,,Spain
831291,2021-05-17,2021-06-02,"Servicio de conexiones de acceso a internet para los distintos edificios municipales y el servicio de tarjetas SIM MACHINE-TO-MACHINE (M2M) del Iltre, Ayuntamiento de Palma del Río (Córdoba)",services,,,Spain
831279,2021-06-02,2021-06-16,"Contrato de Servicios de socorrismo, control de acceso y del uso libre de la piscina pública del Ayuntamiento de Hornachuelos por procedimiento abierto simplificado abreviado",services,,,Spain
831277,2021-05-10,2021-05-31,"Obras de adecuación de acabados interiores, reparación de humedades y cubierta del Colegio de Artistas y Físicos de la UAH (Actual Consejo de Estudiantes)",constructions,,,Spain
831249,2021-05-13,2021-05-27,"Suministro, sustitución, instalación y puesta en funcionamiento de aparatos de aire acondicionado en dependencias oficiales de diversos acuartelamientos de la 5ª Zona de la Guardia Civil de la Región de Murcia",supplies,,,Spain
831243,2021-05-17,2021-06-06,Servicio de mantenimiento de equipos SAI's de la Base Aérea de Torrejón,services,,,Spain
831220,2021-06-29,2021-06-19,Servicios de coordinación en materia de seguridad y salud en las obras exteriores de mejoras y conservación en el centro deportivo municipal Plata y Castañar.,services,,,Spain
831215,2021-06-29,2021-05-26,"Servicio mantenimiento periódico vehículos dependientes de la Delegación Provincial Economía, Empresas y Empleo de Toledo (Lote 2.5.1)",services,,,Spain
831200,2021-05-26,2021-06-09,"Contratación del servicio denominado “Elaboración del Informe Ambiental Anual correspondiente a los años 2021-2022”, a partir de los datos e información obtenidos durante el desarrollo del Programa de Vigilancia y Control del Complejo Ambiental de La Dehesa, T.M. de La Frontera, Isla de El Hierro.",services,,,Spain
831183,2020-11-23,2020-11-30,Contrato de arrendamiento de la parcela sita en calle Ronda Mar nº 34 para destinarla a aparcamiento público por adjudicación directa.,other,,,Spain
831182,2021-05-10,2021-05-25,"Suministro, bajo la modalidad de renting, de un Vehículo patrulla destinado al servicio de la Policía Local de La Rambla",supplies,,,Spain
831175,2021-06-09,2021-06-23,Adecuación de Planta para sala Multidisciplinar,constructions,,,Spain
831169,2021-06-29,,Servicios artísticos por parte de James Gaffigan como Director musical,services,,,Spain
831167,2021-06-29,,"Contrato de Servicio de Catering Derivado de AM. N.º 60004 20 0001 (Lotes 26, 27, 28, 30, 33, 34 y 35 - UCALSA SA), desde el 01JUL21 hasta 31AGO21 (a.i)",services,,,Spain
831157,2021-05-28,2021-06-10,Concesión de servicios para la gestión de la Piscina exterior Municipal del Ayuntamiento de Xinzo de Limia,other,,,Spain
831147,2021-04-09,2021-04-26,"Desratización, Desinsectación, Desinfección y Control de la Legionelosis en el Término Municipal de Algarrobo",services,,,Spain
831140,2021-06-04,2021-06-14,Contratación de las pólizas de seguros del Ayuntamiento de Zalla.,services,,,Spain
831134,2021-04-29,2021-05-21,"Obras de reforma y adecuación del edificio de las ""Antiguas Escuelas de Podes""",constructions,,,Spain
831133,2021-03-22,2021-04-06,Servicio de conservadores de instalaciones deportivas municipales,services,,,Spain
831130,2021-04-27,2021-05-18,"Suministro para la Adquisición de Equipos, Dispositivos y Accesorios Informáticos",supplies,,,Spain
831108,2021-06-29,,"Servicio de noticias texto, efe.com, alertas informativas y agenda mundial",services,,,Spain
831105,2021-04-10,2021-05-10,"Suministro, implantación e integración en los sistemas TIC de la Autoridad Portuaria de Baleares de una plataforma geoespacial",services,,,Spain
831104,2021-06-08,2021-06-23,suministro e instalación de una fresadora universal y accesorios,supplies,,,Spain
831080,2021-06-29,,Servicio de noticias nacional,services,,,Spain
831079,2021-06-29,2021-06-04,contrato basado mantenimiento neumáticos vehículos talavera de la reina dp sanidad toledo,services,,,Spain
831075,2021-05-19,2021-06-04,"Suministro de un vehículo tractor sin cabina, con arco de seguridad",supplies,,,Spain
831064,2021-05-07,2021-05-21,Servicios control de calidad en las obras de rehabilitación urbana de Ciudad de los Angeles 4ª fase. Distrito Villaverde Madrid,services,,,Spain
831030,2021-05-11,2021-05-26,Contrato de servicios para la Dirección Facultativa de las obras para las actuaciones de accesibilidad en la calle Pan y Toros,services,,,Spain
831022,2021-05-24,2021-06-08,"Reforma del patio del CEIP Mestre Guillemet, TM Santa Eugènia",constructions,,,Spain
831017,2021-02-11,2021-03-11,"la contratación de los servicios de mantenimiento y soporte de usuarios de primer y segundo nivel necesarios para garantizar el correcto funcionamiento de los sistemas de información y equipamiento informático actual instalado y funcionando en el Departamento de Salud Valencia la Fe (DSVLF), tanto para resolver problemas o incidencias de operativa cotidiana, como mantenimiento de los mismos.",services,,,Spain
830990,2021-06-04,2021-06-21,"El presente contrato tiene por objeto cubrir el servicio de Socorrismo, control de accesos y el mantenimiento, control y calidad del agua de la piscina municipal",services,,,Spain
831320,2021-06-29,,"Ampliación del almacenamiento para la plataforma de análisis y publicación de datos del Sistema de Información de Ciencia, Tecnología e Innovación (SICTI), sobre el equipo en la infraestructura Cloud del MCIN ( Subsecretaría de Ciencia e Innovación )",supplies,,,Spain
831303,2021-02-19,2021-04-07,"Contratación de los servicios de instalación, mantenimiento y reposición de contenedores higiénico-sanitarios en las dependencias de IMBISA en Avenida Daroca nº 294 (Madrid)",services,,,Spain
831300,2021-05-06,2021-05-24,Suministros de chalecos de alta visibilidad para la FUPRO,supplies,,,Spain
831298,2021-06-07,2021-06-24,Gestión del servicio publico del Bar de la piscina Municipal de Villanueva de San Juan.,other,,,Spain
831293,2021-06-29,2021-01-22,"Reparación, ensayos y montaje del transformador ABB nº89241 en la subestación de Sant Boi, de la LAV Noreste: Madrid-Zaragoza- Barcelona- Frontera Francesa",services,,,Spain
831282,2021-05-07,2021-05-21,"Suministros de material de visibilidad y “merchandising” en NIGER para el proyecto “equipe conjointe d’investigation pour la lutte contre les réseaux criminels liées à l’immigration irrégulière, la traite des êtres humains et le trafic des migrants. ECI-NÍGER, con multitud de criterios de adjudicación relacionados con el precio, reducción de los plazos y años de ejecución de suministros de similar naturaleza, mediante procedimiento abierto simplificado abreviado y tramitación ordinaria.",supplies,,,Spain
831272,2021-06-29,,Reforma Pasillo Planta Baja y Conservación Junta Dilatación del CIFSE,constructions,,,Spain
831271,2021-06-29,,"Acondicionamiento de parcela para uso de aparcamiento por la Policía Municipal de Madrid, calle Arequipa c/v calle Javier del Quintoarequipa, (distrito de Hortaleza) Madrid",constructions,,,Spain
831253,2021-04-07,2021-04-21,"Suministro de materiales para la ejecución del proyecto de obra Entre Fuentes: Acciones para la conservación y valorización del complejo hidráulico El Fontanal, incluida en el Plan de Fomento de Empleo Agrario (PFOEA 2020).",supplies,,,Spain
831242,2021-02-11,2021-02-26,Suministro de Cesión de Derechos de Uso y Soporte sobre el producto SPSS Statistics Premium y Amos Campus Edition o equivalente,supplies,,,Spain
831232,2021-02-15,2021-03-12,Servicios de consultoría y asistencia técnica para la Dirección Ambiental de Obra en las líneas sometidas a D.I.A. encomendadas a ADIF- Alta Velocidad. Línea de Alta Velocidad Madrid-Extremadura,services,,,Spain
831221,2021-05-28,2021-06-11,"Servicio de retirada de residuos sólidos urbanos en la Base Conde de Gazola, desde el 20JUN21, o fecha de formalización del contrato si es posterior, al 31DIC21 (prorrogable un año)",services,,,Spain
831210,2021-05-14,2021-06-01,Asfaltado de calles en Alborea. Obra n.º 6. POS 2021.,constructions,,,Spain
831168,2021-05-11,2021-05-25,Suministro de un vehículo eléctrico para el M.I. Ayuntamiento de Burjassot.,supplies,,,Spain
831161,2021-04-06,2021-04-20,Gestión y Desarrollo de las actividades de la Concejalía de Igualdad,services,,,Spain
831159,2021-06-29,2021-03-22,Servicio de Soporte Integral para la Plataforma de Firma Digital De Adif y Adif Alta Velocidad,services,,,Spain
831156,2021-05-07,2021-05-27,"Obras de acondicionamiento y mejora de la piscina municipal de Pastrana, subsanando las deficiencias estructurales existentes, así como llevando a cabo la construcción de una nueva piscina de uso infantil",constructions,,,Spain
831135,2021-04-06,2021-04-19,Servicio de mantenimiento integral de las instalaciones del Museo Nacional de Arte Romano de Mérida,services,,,Spain
831131,2021-05-26,2021-06-09,Mantenimiento Preventivo anual de las redes de alcantarillado de la Academia de Caballería,services,,,Spain
831122,2021-05-07,2021-05-27,"Sustitución de muros actuales de la piscina por otros de hormigón armado, impermeabilización del vaso y sustitución de instalación de skimer, impulsión y limpiafondos en Espinosa de Henares",constructions,,,Spain
831120,2021-02-19,2021-02-26,Contractació mixta del subministrament i servei d'un sistema d'enregistrament i retransmissió de les sessions del ple municipal,supplies,,,Spain
831109,2021-06-29,2021-06-16,"CDN Dirección de escena de la Obra "" la comedia sin título """,other,,,Spain
831091,2021-04-20,2021-05-04,"Suministro de materiales para la ejecución del proyecto de obra de Reordenación y Mejora de Plaza Juan Díaz de Solís, incluida en el Plan de Fomento de Empleo Agrario (PFOEA 2020)",supplies,,,Spain
831086,2021-05-31,2021-06-15,"Servicio de tratamientos antivectoriales (desratización, desinfectación y desinsectación) y prevención y control de legionelosis en edificios, instalaciones y alcantarillado dentro del término municipal de Vilafranca",services,,,Spain
831083,2021-06-01,2021-06-15,Servicio de mantenimiento de las instalaciones de protección contra incendios de la Base General Morillo desde la formalización del contrato hasta el 31dic21,services,,,Spain
831076,2021-04-09,2021-05-10,La concesión de servicios para la gestión de Albergue y Campamento Juvenil de Espinosa de los Monteros (Burgos) de titularidad de la Comunidad de Castilla y León y dependientes del Instituto de la Juventud de Castilla y León.,other,,,Spain
831065,2021-03-05,2021-04-07,Obras de limpieza y conservación de fachadas de la sucursal del Banco de España en Zaragoza,constructions,,,Spain
830998,2021-04-30,2021-05-14,Servicios de defensa contra incendios forestales en el concejo de Villaviciosa,services,,,Spain
830984,2021-05-21,2021-06-03,Concesión de servizos da piscina municipal de Oroso,other,,,Spain
830982,2021-06-28,2021-06-21,Servicios de coordinación de Seguridad y Salud en obras de supresión de barreras arquitectónicas en las vías públicas del Distrito de Retiro. (C/ Marqués de Lozoya y otras).,services,,,Spain
830978,2021-06-28,2021-06-08,"Servicios de Coordinación en materia de Seguridad y Salud en las obras de ampliación de aceras en accesos al Mercado de la Guindalera (C/Eraso 14, Madrid)",services,,,Spain
830977,2020-12-15,2021-05-05,Suministro de placas para paramentos verticales y falsos techos para la ejecución del nuevo centro de salud de Las Tablas en Madrid.,supplies,,,Spain
830975,2021-06-28,2021-05-04,"Suministro de cebos sólidos a base de HEXAFLUMURON 0,5% para el control de Reticulitermes flavipes en la Isla de Tenerife, a adjudicar por procedimiento negociado sin publicidad SARA",supplies,,,Spain
830974,2021-05-03,2021-05-19,"Suministro de válvulas de mariposa embridadas para la estación de bombeo de la obra: Proyecto de estación de bombeo y red de riego del Sector XVIII de la Subzona de Payuelos. Primera fase (León y Valladolid), a adjudicar por procedimiento abierto simplificado.",supplies,,,Spain
830971,2021-04-28,2021-05-19,Obras para realización de viales y servicios vinculantes en la concesión de licencia y construcción de muro de contención en Las Palmas de Gran Canaria,constructions,,,Spain
830967,2021-05-28,2021-06-14,"Servicio de organización y producción de contenidos, adecuación de las instalaciones y grabación de vídeos para los eventos Demoday de los distintos espacios coworking",services,,,Spain
830965,2021-01-22,2021-02-18,"Subministro e instalación, mediante renting, del césped artificial y del sistema auxiliar de riego por aspersión ene l campo de fútbol municipal de O Revel - Vilalonga.",supplies,,,Spain
830964,2021-06-25,2021-05-25,"La Explotación por lotes de instalaciones temporales por terceros en las playas del término municipal de Cartagena, durante las temporadas 2021, 2022, 2023 y 2024",other,,,Spain
830962,2021-06-28,2021-06-01,"Servicio de limpieza en las instalaciones de la Calle Balbina Valverde, número 1 de Madrid, dependiente del Ministerio de Transportes, Movilidad y Agenda Urbana, para un periodo de 12 meses",services,,,Spain
830961,2021-06-28,2021-06-21,"Servicios de Coordinación en materia de Seguridad y Salud en las obras a realizar en los C.E.I.P. Adolfo Suárez, C.E.I.P. Filósofo Séneca, C.E.I.P. Juan Zaragüeta, C.E.I.P Pablo Picasso, C.E.E Princesa Sofía, C.E.I.P San Miguel y E.I.M La Gran Vía, del Distrito de Hortaleza”.",services,,,Spain
830959,2021-06-28,2021-06-15,"Servicios de Coordinación en materia de Seguridad y Salud en las obras de acondicionamiento en: EI Las Nubes, CEIP Francisco de Quevedo y CEIP Ciudad de Roma.",services,,,Spain
830956,2021-06-28,2021-06-28,Suministro de frutas y verduras frescas centralizadas para el lote 7 P.T. de Antequera desde el 1 de julio al 31 de julio de 2021.,supplies,,,Spain
830949,2021-06-07,2021-06-21,Prevención de riesgos laborales y servicios de vigilancia de la salud,services,,,Spain
830941,2020-10-30,2020-12-17,"Servicio de Análisis, diseño, desarrollo, implantación y Gestión de un nuevo sistema de información para Policía Portuaria (Proyecto Victoria).",services,,,Spain
830939,2021-06-02,2021-06-14,"Servicio consistente en realizacion de pruebas diagnosticas complementarias en las poblaciones de Jaen y Linares, para Mutua Intercoamarcal.",services,,,Spain
830935,2021-05-27,2021-06-14,Varada anual reglamentaria 2021 patrullero Alcaraván I,services,,,Spain
830922,2021-05-18,2021-06-01,"Rutas para el desarrollo de actividades de concienciación, sensibilización e información ambiental para familias del Distrito de Villaverde.",services,,,Spain
830917,2021-05-19,2021-06-02,"Praxis de actuación y coordinación de los trabajos de limpieza de valles, acequias y canales en el término municipal de Oliva",services,,,Spain
830910,2021-06-28,2021-06-29,"Servicio mantenimiento integral de los aceleradores lineales VARIAN, Red ARIA y ECLIPSE del Hospital Universitario Son Espases",services,,,Spain
830897,2021-06-28,2021-06-16,"Suministro de reactivos para la determinación de antígeno de superficie del virus de la Hepatitis B y determinación de infección activa y capacidad de detección del mutante del HBsAg Thr-123-Ala y de los mutantes de escape entre las posiciones 126, 129,133, 144, 145, en mezclas de plasma humano y anticuerpos anti HIV-1 y 2 incluyendo el subtipo o en mezclas de plasma humano con el sistema de inmunoanálisis quimiluminiscente analizador Architect i2000SR",supplies,,,Spain
830884,2021-05-04,2021-05-25,Suministro de gas natural canalizado en el edificio sede conjunta de las Direcciones Provinciales de la Tesorería General y del Instituto Nacional de la Seguridad Social de Salamanca,supplies,,,Spain
830883,2021-06-09,2021-06-24,"Servicio de carga y descarga, movimiento y montaje de materiales para las distintas actividades organizadas en el marco de la programación de festejos de “Verano Gijón 2021”",services,,,Spain
830875,2021-06-02,2021-06-14,"Adquisició d'un vehicle nou 100% elèctric, formant part de l'inventari de l’Ajuntament de Castelló (Valencia).",supplies,,,Spain
